INSTNM,STABBR,CONTROL,COMPL_RPY_1YR_RT,PCTPELL,COSTT4_A,MD_EARN_WNE_P10,GRAD_DEBT_MDN,COMPL_RPY_3YR_RT,UGDS,PREDDEG,repayment_risk
Pine Technical & Community College,MN,1,0.4570135747,0.1453,18479.0,41232.0,14392.0,0.4806866953,574.0,1,0
Rochester Community and Technical College,MN,1,0.6440849343,0.2766,19639.0,45287.0,14743.0,0.6996086106,3365.0,2,0
College of Saint Benedict,MN,2,0.9181494662,0.1986,68453.0,63260.0,26944.0,0.9303904924,1370.0,3,0
St Cloud Technical and Community College,MN,1,0.6622039135,0.3442,14325.0,46874.0,12000.0,0.7160852713,3113.0,2,0
Saint Cloud State University,MN,1,0.7487231869,0.2167,21116.0,55813.0,21058.0,0.7843625498,5088.0,3,0
Saint Johns University,MN,2,0.8819444444,0.1803,68521.0,76786.0,27000.0,0.9196428571,1395.0,3,0
Saint Mary's University of Minnesota,MN,2,0.7530647986,0.2452,57380.0,58170.0,21500.0,0.788034188,1073.0,3,0
St Olaf College,MN,2,0.8878116343,0.2121,71843.0,65543.0,26000.0,0.9095816464,3093.0,3,0
Crown College,MN,2,0.807106599,0.2444,46598.0,48057.0,22500.0,0.8208955224,796.0,3,0
The College of Saint Scholastica,MN,2,0.8107810781,0.2484,55103.0,65934.0,20000.0,0.8329787234,1765.0,3,0
University of St Thomas,MN,2,0.8447204969,0.2177,66116.0,73739.0,23250.0,0.8706199461,6245.0,3,0
Empire Beauty School-Bloomington,MN,3,0.2649769585,0.5444,,23589.0,10231.0,0.2970521542,128.0,1,1
St Catherine University,MN,2,0.7404006678,0.4007,60476.0,59282.0,24181.0,0.7726901063,2473.0,3,0
Rasmussen University-Minnesota,MN,3,0.4100835805,0.5957,25221.0,39080.0,20899.0,0.4774930288,8617.0,1,0
Saint Paul College,MN,1,0.4941037736,0.3994,18261.0,38399.0,10925.0,0.5725900116,3813.0,1,0
Southwest Minnesota State University,MN,1,0.7638888889,0.1207,24757.0,51342.0,20500.0,0.8033613445,2315.0,3,0
Dunwoody College of Technology,MN,2,0.7022587269,0.3167,36587.0,61511.0,16000.0,0.7540650407,1533.0,2,0
Ridgewater College,MN,1,0.6686217009,0.3243,15694.0,43827.0,12000.0,0.7239732569,2162.0,2,0
Minnesota State College Southeast,MN,1,0.629969419,0.2515,21397.0,43613.0,12971.0,0.6925373134,1388.0,1,0
Winona State University,MN,1,0.8199233716,0.2422,23683.0,58532.0,21500.0,0.8466228893,5144.0,3,0
Century College,MN,1,0.5923809524,0.3121,15983.0,46424.0,14250.0,0.6551724138,6280.0,2,0
Alcorn State University,MS,1,0.4628099174,0.6978,23751.0,36421.0,27000.0,0.5412371134,2363.0,3,0
Belhaven University,MS,2,0.5481832543,0.4865,39793.0,46440.0,26333.0,0.5660660661,1471.0,3,0
Blue Mountain Christian University,MS,2,0.68,0.2877,33197.0,40421.0,18534.0,0.7254901961,498.0,3,0
Copiah-Lincoln Community College,MS,1,0.5336658354,0.4041,12490.0,31241.0,7435.0,0.5095238095,1922.0,2,0
Delta State University,MS,1,0.6475583864,0.4175,22445.0,41991.0,20390.0,0.6936758893,1620.0,3,0
East Central Community College,MS,1,0.4476744186,0.3911,13255.0,32421.0,5500.0,0.4237288136,1520.0,2,0
East Mississippi Community College,MS,1,0.4717668488,0.4481,11353.0,33772.0,9006.0,0.4605042017,2838.0,2,0
Hinds Community College,MS,1,0.478313253,0.5051,11036.0,30774.0,9371.0,0.4804147465,6397.0,2,0
Holmes Community College,MS,1,0.4884318766,0.4281,12875.0,32922.0,9274.0,0.5174825175,3958.0,2,0
Itawamba Community College,MS,1,0.5209677419,0.4675,12079.0,32912.0,7631.0,0.521875,4167.0,2,0
Jackson State University,MS,1,0.4871395168,0.7232,32415.0,39060.0,30470.0,0.5160599572,4600.0,3,0
Jones County Junior College,MS,1,0.5706666667,0.3763,13670.0,33377.0,6291.0,0.5647668394,3535.0,2,0
Meridian Community College,MS,1,0.5298507463,0.3916,14334.0,31002.0,5521.0,0.5404761905,2156.0,2,0
Millsaps College,MS,2,0.7972972973,0.3694,60061.0,53848.0,27000.0,0.7848101266,549.0,3,0
University of Mississippi,MS,1,0.7113192182,0.2173,28660.0,50994.0,20000.0,0.7400551398,21473.0,3,0
Mississippi University for Women,MS,1,0.6274787535,0.403,22225.0,46128.0,15000.0,0.6744505495,1605.0,3,0
Mississippi Valley State University,MS,1,0.4353741497,0.5636,21154.0,31919.0,28413.0,0.5016722408,1439.0,3,0
Mississippi College,MS,2,0.705794948,0.2964,41214.0,47485.0,22500.0,0.7057182706,2518.0,3,0
Mississippi Gulf Coast Community College,MS,1,0.4946236559,0.3921,12978.0,33017.0,10000.0,0.5,6353.0,2,0
Mississippi State University,MS,1,0.7510219249,0.2933,29267.0,51513.0,22142.0,0.7839088644,18397.0,3,0
Northeast Mississippi Community College,MS,1,0.6130268199,0.53,15873.0,34081.0,9722.0,0.64453125,2698.0,2,0
Northwest Mississippi Community College,MS,1,0.549905838,0.3004,13857.0,36396.0,6500.0,0.5629496403,5452.0,2,0
Pearl River Community College,MS,1,0.5762711864,0.5167,14832.0,33019.0,9750.0,0.5914489311,4903.0,2,0
Rust College,MS,2,0.298245614,0.7146,23107.0,32275.0,26159.0,0.3,467.0,3,1
University of Southern Mississippi,MS,1,0.6510067114,0.4628,26566.0,44140.0,22500.0,0.682173913,10075.0,3,0
Tougaloo College,MS,2,0.5454545455,0.6273,24239.0,34724.0,30046.0,0.5053763441,639.0,3,0
William Carey University,MS,2,0.6382978723,0.2711,29651.0,43087.0,20832.0,0.6230440967,2201.0,3,0
Avila University,MO,2,0.6120689655,0.5635,50096.0,52773.0,25000.0,0.691011236,1312.0,3,0
Mission University,MO,2,0.6363636364,0.5585,28448.0,38641.0,26168.0,0.7164179104,381.0,3,0
Cox College,MO,2,0.7212543554,0.3579,,56867.0,20000.0,0.7542087542,540.0,3,0
Calvary University,MO,2,0.6285714286,0.3131,23938.0,45421.0,20839.0,0.5348837209,154.0,3,0
Cape Girardeau Career and Technology Center,MO,1,0.5944055944,0.414,,44369.0,8750.0,0.6164383562,159.0,1,0
Central Christian College of the Bible,MO,2,0.64,0.461,24748.0,34675.0,17500.0,0.7254901961,154.0,3,0
Central Methodist University-College of Liberal Arts and Sciences,MO,2,0.6300268097,0.4028,43635.0,48991.0,17619.0,0.6573604061,1040.0,3,0
University of Central Missouri,MO,1,0.619831036,0.2678,22947.0,49560.0,21000.0,0.6668088737,5648.0,3,0
Cleveland University-Kansas City,KS,2,0.5,0.5349,40764.0,52304.0,12500.0,0.5238095238,95.0,3,0
Columbia College,MO,2,0.5104052574,0.4465,37207.0,45378.0,23879.0,0.5740149095,4950.0,3,0
Cottey College,MO,2,0.6666666667,0.4624,39269.0,35422.0,19043.0,0.7373737374,254.0,3,0
Crowder College,MO,1,0.5111111111,0.3571,16291.0,35987.0,9000.0,0.552,2570.0,2,0
Culver-Stockton College,MO,2,0.579787234,0.3935,44112.0,46092.0,26000.0,0.6494845361,807.0,3,0
Drury University,MO,2,0.5634365634,0.2558,48846.0,40694.0,20979.0,0.644379845,1383.0,3,0
East Central College,MO,1,0.5147679325,0.3328,19386.0,36916.0,9500.0,0.5720164609,1639.0,2,0
Pinnacle Career Institute,MO,3,0.2803921569,0.7686,,34213.0,11605.0,0.3326771654,619.0,1,1
Evangel University,MO,2,0.6963249516,0.3125,39956.0,46573.0,24736.0,0.7363636364,1229.0,3,0
Fontbonne University,MO,2,0.5501022495,0.5154,,48825.0,25000.0,0.6032064128,207.0,3,0
Ozarks Technical Community College,MO,1,0.4633986928,0.3818,13188.0,36455.0,10453.0,0.5317313617,8165.0,2,0
Hannibal-LaGrange University,MO,2,0.6984732824,0.3683,40839.0,42643.0,18599.0,0.7158671587,410.0,3,0
Harris-Stowe State University,MO,1,0.3990384615,0.7368,21493.0,31088.0,25930.0,0.5068493151,960.0,3,1
Summit Salon Academy Kansas City,MO,3,0.5087719298,0.6722,,24811.0,11938.0,0.4561403509,157.0,1,0
Jefferson College,MO,1,0.5023809524,0.299,13572.0,40782.0,9285.0,0.5737327189,2552.0,2,0
Barnes-Jewish College Goldfarb School of Nursing,MO,2,0.8396694215,0.2441,,84393.0,16750.0,0.8594249201,446.0,3,0
Kansas City Art Institute,MO,2,0.6296296296,0.4373,57410.0,37032.0,27000.0,0.6912442396,812.0,3,0
Lincoln University,MO,1,0.4874141876,0.4868,23704.0,39463.0,28875.0,0.5899122807,1392.0,3,0
Lindenwood University,MO,2,0.5891089109,0.2998,35436.0,53278.0,26000.0,0.6538666667,4624.0,3,0
State Technical College of Missouri,MO,1,0.8353413655,0.328,19026.0,55901.0,10986.0,0.8472222222,2123.0,2,0
Logan University,MO,2,0.3965517241,0.4044,26928.0,55838.0,10250.0,0.5044247788,229.0,3,1
Metropolitan Community College-Kansas City,MO,1,0.5405982906,0.3095,14665.0,40796.0,10073.0,0.5784215784,10649.0,2,0
Maryville University of Saint Louis,MO,2,0.702811245,0.3641,41959.0,62105.0,22000.0,0.7209302326,5658.0,3,0
Missouri College of Cosmetology and Esthetics,MO,3,0.4666666667,0.5352,,26738.0,7671.0,0.5074626866,97.0,1,0
Midwest Institute,MO,3,0.3179487179,0.4958,,30414.0,9500.0,0.3819095477,177.0,1,1
Mineral Area College,MO,1,0.4720670391,0.3223,18497.0,35352.0,10500.0,0.5178082192,1592.0,2,0
Missouri Baptist University,MO,2,0.593824228,0.1113,49257.0,46660.0,22500.0,0.6712643678,1488.0,3,0
Missouri Southern State University,MO,1,0.6095444685,0.3402,19568.0,42620.0,19174.0,0.6606954689,3019.0,3,0
Missouri Valley College,MO,2,0.5859649123,0.32,37899.0,43221.0,25950.0,0.6153846154,1443.0,3,0
Missouri Western State University,MO,1,0.6451259584,0.2844,21595.0,42647.0,19968.0,0.7138193689,2219.0,3,0
University of Missouri-Columbia,MO,1,0.7660930529,0.2007,31713.0,63403.0,20500.0,0.7995518436,23929.0,3,0
University of Missouri-Kansas City,MO,1,0.6640159046,0.2639,25320.0,59637.0,18750.0,0.7342925659,6817.0,3,0
Missouri University of Science and Technology,MO,1,0.908411215,0.2279,29231.0,82957.0,23250.0,0.9351598174,5521.0,3,0
University of Missouri-St Louis,MO,1,0.6219096334,0.1835,31199.0,53037.0,20000.0,0.681762042,5024.0,3,0
Moberly Area Community College,MO,1,0.5402298851,0.2493,14134.0,37537.0,10658.0,0.5667396061,3100.0,2,0
Truman State University,MO,1,0.8151016457,0.1654,25115.0,56280.0,21000.0,0.8577981651,2513.0,3,0
Northwest Missouri State University,MO,1,0.7155893536,0.2727,24945.0,47885.0,21500.0,0.7652757079,4378.0,3,0
Ozark Christian College,MO,2,0.6696428571,0.4251,28485.0,41297.0,16772.0,0.7372881356,602.0,3,0
Park University,MO,2,0.5625356939,0.4092,29427.0,56309.0,21685.0,0.6261785912,4555.0,3,0
Stevens-The Institute of Business & Arts,MO,3,0.2142857143,0.6737,24808.0,29058.0,27000.0,0.2807017544,89.0,3,1
Ranken Technical College,MO,2,0.6211989574,0.4682,29450.0,55955.0,12000.0,0.6463104326,1780.0,2,0
Rockhurst University,MO,2,0.7875243665,0.2008,59898.0,67102.0,18250.0,0.8161350844,1580.0,3,0
Saint Louis University,MO,2,0.812012012,0.1689,71932.0,70783.0,25000.0,0.840413318,7267.0,3,0
Saint Louis Community College,MO,1,0.4666666667,0.2911,14560.0,35325.0,6725.0,0.5261239368,11788.0,2,0
Southwest Baptist University,MO,2,0.7050473186,0.3627,40301.0,43112.0,20957.0,0.7377777778,1341.0,3,0
Missouri State University-West Plains,MO,1,0.5684931507,0.2932,16592.0,36922.0,10000.0,0.5789473684,965.0,2,0
St Louis College of Health Careers-St Louis,MO,3,0.1424460432,0.7783,,32217.0,11750.0,0.2089761571,153.0,1,1
State Fair Community College,MO,1,0.5442043222,0.3556,14719.0,35562.0,10500.0,0.611615245,2694.0,2,0
Stephens College,MO,2,0.628,0.4522,46643.0,43071.0,27000.0,0.7137096774,391.0,3,0
Southeast Missouri State University,MO,1,0.6915017462,0.304,25177.0,44030.0,21500.0,0.7441209406,6373.0,3,0
Missouri State University-Springfield,MO,1,0.7150925635,0.2201,25048.0,49827.0,21992.0,0.7713850837,13313.0,3,0
Three Rivers College,MO,1,0.449339207,0.4881,18637.0,32442.0,10000.0,0.5226337449,1844.0,2,0
North Central Missouri College,MO,1,0.5867052023,0.3525,18498.0,40837.0,10500.0,0.6106442577,1286.0,2,0
Washington University in St Louis,MO,2,0.8957845433,0.1775,88488.0,86182.0,17500.0,0.9115341545,7857.0,3,0
Webster University,MO,2,0.5852674067,0.2882,51188.0,50876.0,23000.0,0.66437684,2304.0,3,0
Westminster College,MO,2,0.7748917749,0.3828,51532.0,52199.0,27000.0,0.8086956522,638.0,3,0
William Jewell College,MO,2,0.8510638298,0.3157,35785.0,59268.0,24498.0,0.8448275862,924.0,3,0
William Woods University,MO,2,0.704467354,0.3482,49094.0,42401.0,21983.0,0.7601351351,1300.0,3,0
Highlands College of Montana Tech,MT,1,0.7749196141,0.1345,18476.0,54329.0,18750.0,0.8493589744,342.0,1,0
Crevier's Academy of Cosmetology Arts,MT,3,0.425,0.4685,,14047.0,,0.512195122,79.0,1,0
Carroll College,MT,2,0.8510638298,0.2024,55626.0,61772.0,25757.0,0.8739002933,1092.0,3,0
Dawson Community College,MT,1,0.7346938776,0.2389,16105.0,41951.0,9450.0,0.7368421053,189.0,2,0
Montana State University Billings,MT,1,0.7150837989,0.2544,20054.0,44296.0,18209.0,0.7643835616,2626.0,3,0
Flathead Valley Community College,MT,1,0.6268656716,0.1858,14882.0,38520.0,10500.0,0.7050359712,1202.0,2,0
Great Falls College Montana State University,MT,1,0.5,0.3134,16664.0,38034.0,,,894.0,2,0
University of Providence,MT,2,0.6111111111,0.3292,43477.0,48296.0,18750.0,0.7005076142,528.0,3,0
Helena College University of Montana,MT,1,0.5846153846,0.1832,15819.0,40738.0,14580.0,0.6679104478,585.0,1,0
Miles Community College,MT,1,0.7884615385,0.206,17452.0,42862.0,11500.0,0.8349514563,332.0,2,0
Montana Technological University,MT,1,0.7749196141,0.2376,22786.0,54329.0,18750.0,0.8493589744,1480.0,3,0
Montana State University,MT,1,0.8021907216,0.1639,25905.0,53263.0,22500.0,0.8529040404,14451.0,3,0
The University of Montana,MT,1,0.7161572052,0.2803,23570.0,44511.0,22400.0,0.7752037752,7488.0,3,0
Montana State University-Northern,MT,1,0.7782426778,0.3309,16578.0,49505.0,18500.0,0.8032786885,761.0,3,0
Rocky Mountain College,MT,2,0.7419354839,0.3111,46093.0,49036.0,26000.0,0.7817258883,840.0,3,0
Salish Kootenai College,MT,1,0.5087719298,0.5755,13047.0,32725.0,12923.0,0.5689655172,580.0,3,0
The University of Montana-Western,MT,1,0.6701030928,0.3521,21403.0,43229.0,21000.0,0.7,1198.0,3,0
Bellevue University,NE,2,0.5889328063,0.3004,23531.0,61289.0,20000.0,0.6584992343,10220.0,3,0
Clarkson College,NE,2,0.7478991597,0.4013,24670.0,64876.0,23716.0,0.8011204482,622.0,3,0
Bryan College of Health Sciences,NE,2,0.8651685393,0.2787,32845.0,70845.0,24985.0,0.9034090909,553.0,3,0
Central Community College,NE,1,0.7407407407,0.1919,14128.0,39429.0,7992.0,0.7705479452,3353.0,1,0
Chadron State College,NE,1,0.7280453258,0.3759,21132.0,47002.0,18875.0,0.7786885246,1540.0,3,0
College of Hair Design-Downtown,NE,3,0.4853556485,0.6762,,28376.0,12000.0,0.5183673469,53.0,1,0
Concordia University-Nebraska,NE,2,0.8294797688,0.1138,53292.0,52415.0,25750.0,0.8315217391,1283.0,3,0
Creighton University,NE,2,0.8519230769,0.1152,63423.0,73911.0,25000.0,0.8751147842,4348.0,3,0
Doane University,NE,2,0.6577319588,0.2678,57836.0,53316.0,25000.0,0.728,978.0,3,0
Hastings College,NE,2,0.8205128205,0.2737,51422.0,51303.0,27000.0,0.8271604938,891.0,3,0
Joseph's College Cosmetology,NE,3,0.3419117647,0.6204,,23032.0,12000.0,0.3666666667,92.0,1,1
University of Nebraska at Kearney,NE,1,0.7883283877,0.3693,25808.0,50105.0,19500.0,0.8167791707,4088.0,3,0
Nebraska Methodist College of Nursing & Allied Health,NE,2,0.7994186047,0.3085,32835.0,65071.0,23417.0,0.8371428571,781.0,3,0
Metropolitan Community College Area,NE,1,0.5331369661,0.1859,11667.0,38773.0,8217.0,0.5969101124,8775.0,2,0
Mid-Plains Community College,NE,1,0.6652542373,0.1796,13197.0,40059.0,9995.0,0.6983471074,937.0,2,0
Midland University,NE,2,0.7290640394,0.2806,55719.0,52163.0,26134.0,0.8009950249,1159.0,3,0
University of Nebraska at Omaha,NE,1,0.7060402685,0.3465,21120.0,53909.0,19000.0,0.7687609075,11488.0,3,0
University of Nebraska Medical Center,NE,1,0.894165536,0.2196,,76833.0,15000.0,0.9255617978,938.0,3,0
Nebraska Wesleyan University,NE,2,0.775462963,0.3357,53569.0,56405.0,26970.0,0.811965812,1453.0,3,0
University of Nebraska-Lincoln,NE,1,0.7850714664,0.2277,26697.0,56887.0,21000.0,0.8215108835,19178.0,3,0
Northeast Community College,NE,1,0.7096774194,0.163,14437.0,42634.0,11000.0,0.7465181058,2387.0,2,0
Peru State College,NE,1,0.6396648045,0.3685,22240.0,47071.0,21875.0,0.7037037037,1092.0,3,0
College of Saint Mary,NE,2,0.7077922078,0.388,35971.0,54338.0,24250.0,0.7324840764,445.0,3,0
Southeast Community College Area,NE,1,0.6145887222,0.2205,13186.0,43405.0,11000.0,0.666163142,6773.0,2,0
Union Adventist University,NE,2,0.7424242424,0.3077,42099.0,55045.0,27000.0,0.7703703704,471.0,3,0
Nebraska College of Technical Agriculture,NE,1,0.7850714664,0.387,19998.0,56887.0,21000.0,0.8215108835,196.0,2,0
Wayne State College,NE,1,0.7823129252,0.258,22565.0,47075.0,19000.0,0.8178243775,3010.0,3,0
Western Nebraska Community College,NE,1,0.6571428571,0.2719,13939.0,38729.0,9000.0,0.6723163842,893.0,2,0
York University,NE,2,0.7368421053,0.4018,34268.0,44130.0,21500.0,0.7438016529,428.0,3,0
Academy of Hair Design-Las Vegas,NV,3,0.5562913907,0.6487,,24391.0,6333.0,0.5751633987,183.0,1,0
College of Southern Nevada,NV,1,0.5181058496,0.2966,13665.0,38087.0,8000.0,0.5681233933,27252.0,2,0
Las Vegas College,NV,3,0.2165963432,0.5119,34126.0,31398.0,8279.0,0.282369146,536.0,2,1
University of Nevada-Las Vegas,NV,1,0.6053994083,0.401,19638.0,55037.0,19450.0,0.6391242938,24622.0,3,0
University of Nevada-Reno,NV,1,0.7360328037,0.2289,25786.0,60614.0,18922.0,0.7758112094,15599.0,3,0
Great Basin College,NV,1,0.6434782609,0.2282,12947.0,39289.0,15750.0,0.5952380952,1900.0,1,0
Truckee Meadows Community College,NV,1,0.5701219512,0.1648,15247.0,44573.0,11000.0,0.6120689655,7681.0,1,0
Western Nevada College,NV,1,0.512345679,0.1754,20248.0,41987.0,10500.0,0.567251462,1910.0,2,0
Colby-Sawyer College,NH,2,0.8259259259,0.2278,38527.0,46474.0,27000.0,0.8445229682,771.0,3,0
Dartmouth College,NH,2,0.8665338645,0.1435,87793.0,97434.0,17500.0,0.8924302789,4541.0,3,0
Empire Beauty School-Laconia,NH,3,0.3935483871,0.3534,,33546.0,7942.0,0.3836477987,92.0,1,1
Empire Beauty School-Somersworth,NH,3,0.4497354497,0.2851,,,6333.0,0.5053191489,184.0,1,0
Franklin Pierce University,NH,2,0.7199074074,0.293,64185.0,53353.0,27000.0,0.783908046,992.0,3,0
University of New Hampshire-Franklin Pierce School of Law,NH,1,0.8449592668,,,66479.0,26814.0,0.8791235844,,4,0
New England College,NH,2,0.6395348837,0.36,59350.0,42092.0,26000.0,0.6836158192,1022.0,3,0
Southern New Hampshire University,NH,2,0.697563874,0.4875,40918.0,50318.0,21082.0,0.7313860252,163164.0,3,0
University of New Hampshire-Main Campus,NH,1,0.8449592668,0.1813,35537.0,66479.0,26814.0,0.8791235844,11261.0,3,0
Keene State College,NH,1,0.775,0.2616,29993.0,54368.0,25749.0,0.8067444877,2699.0,3,0
University of New Hampshire at Manchester,NH,1,0.8449592668,0.2882,20020.0,66479.0,26814.0,0.8791235844,443.0,3,0
Plymouth State University,NH,1,0.7588898526,0.2809,29644.0,57304.0,26000.0,0.7764606266,3153.0,3,0
NHTI-Concord's Community College,NH,1,0.7222222222,0.2828,23726.0,48943.0,14650.0,0.7509247842,2154.0,2,0
White Mountains Community College,NH,1,0.5426008969,0.4016,21739.0,35037.0,11000.0,0.6036036036,450.0,1,0
River Valley Community College,NH,1,0.580952381,0.3976,23244.0,44700.0,16226.0,0.6216216216,608.0,2,0
Lakes Region Community College,NH,1,0.6,0.2691,21494.0,51182.0,18525.0,0.7361111111,482.0,2,0
Manchester Community College,NH,1,0.6875,0.25,20703.0,49063.0,15060.0,,1587.0,2,0
Nashua Community College,NH,1,0.6255506608,0.2401,29014.0,46164.0,11000.0,0.6666666667,1135.0,2,0
Great Bay Community College,NH,1,0.6927083333,0.2576,21963.0,42397.0,13828.0,0.724137931,1259.0,2,0
Rivier University,NH,2,0.7285067873,0.2831,53499.0,52248.0,26956.0,0.7767857143,1231.0,3,0
Saint Anselm College,NH,2,0.8798646362,0.1135,67213.0,73371.0,27000.0,0.8922829582,2087.0,3,0
St Joseph School of Nursing,NH,2,0.6790123457,0.1923,,,16550.0,0.7640449438,93.0,2,0
University of New Hampshire College of Professional Studies Online,NH,1,0.8449592668,0.3182,15451.0,66479.0,26814.0,0.8791235844,1157.0,3,0
Eastwick College-Hackensack,NJ,3,0.4535147392,0.7059,33359.0,39762.0,13264.0,0.4662309368,1171.0,2,0
Atlantic Cape Community College,NJ,1,0.4862385321,0.5015,15597.0,34241.0,9500.0,0.512605042,3755.0,2,0
Fortis Institute-Wayne,NJ,3,0.3668831169,0.7298,,36920.0,9500.0,0.395273899,502.0,1,1
Bergen Community College,NJ,1,0.6140035907,0.3482,17184.0,46624.0,12000.0,0.6608280255,10557.0,2,0
Berkeley College-Woodland Park,NJ,3,0.399837794,0.6184,44691.0,40251.0,23251.0,0.4743390358,1778.0,3,1
Bloomfield College of Montclair State University,NJ,1,0.6657127992,0.7036,42035.0,61415.0,22000.0,0.7245942572,781.0,3,0
Brookdale Community College,NJ,1,0.5985915493,0.2408,18143.0,44379.0,12000.0,0.6314655172,7901.0,2,0
Rowan College at Burlington County,NJ,1,0.5079872204,0.308,12243.0,44745.0,10500.0,0.5953757225,6267.0,2,0
Caldwell University,NJ,2,0.5510752688,0.4862,54073.0,53843.0,25000.0,0.6518324607,1575.0,3,0
Camden County College,NJ,1,0.5345794393,0.4388,12535.0,41212.0,11851.0,0.5828970332,6636.0,2,0
Centenary University,NJ,2,0.6785714286,0.3828,52362.0,53726.0,23163.0,0.7417102967,910.0,3,0
Lincoln Technical Institute-Iselin,NJ,3,0.3156558533,0.6651,,31914.0,10521.0,0.3555740895,638.0,1,1
American Institute-Clifton,NJ,3,0.2618083671,0.8561,,28710.0,11979.0,0.30171278,778.0,1,1
County College of Morris,NJ,1,0.75,0.2679,15033.0,50243.0,9000.0,0.7610619469,5360.0,2,0
Rowan College of South Jersey-Cumberland Campus,NJ,1,0.5308219178,0.4341,16069.0,41751.0,12000.0,0.575,2074.0,2,0
Drew University,NJ,2,0.751396648,0.2894,65301.0,63646.0,25288.0,0.8064516129,1533.0,3,0
Lincoln Technical Institute-South Plainfield,NJ,3,0.4795890031,0.5274,,46396.0,11730.0,0.4979276043,335.0,1,0
